date,hour,day_of_week,day_name,month,hospital,county,department,wait_time_mins,satisfaction_score,is_weekend
2023-11-28,10,1,Tuesday,11,Kenyatta National Hospital,Nairobi,Casualty/Emergency,68,3,0
2024-04-14,9,6,Sunday,4,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,69,3,1
2024-01-21,9,6,Sunday,1,Kenyatta National Hospital,Nairobi,Maternity,18,5,1
2024-07-28,9,6,Sunday,7,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,60,4,1
2023-09-08,10,4,Friday,9,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,200,2,0
2024-07-13,14,5,Saturday,7,Moi Teaching & Referral Hospital,Eldoret,Maternity,32,5,1
2023-01-26,10,3,Thursday,1,Pumwani Maternity Hospital,Nairobi,Pediatrics,88,3,0
2024-05-03,12,4,Friday,5,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,40,3,0
2024-10-07,18,0,Monday,10,Kenyatta National Hospital,Nairobi,General Surgery,38,3,0
2023-08-01,15,1,Tuesday,8,Moi Teaching & Referral Hospital,Eldoret,General Surgery,100,2,0
2023-03-27,8,0,Monday,3,Coast General Hospital,Mombasa,Pediatrics,159,3,0
2024-08-03,14,5,Saturday,8,Kenyatta National Hospital,Nairobi,Pediatrics,24,5,1
2024-02-26,10,0,Monday,2,Mama Lucy Kibaki Hospital,Nairobi,Maternity,159,1,0
2023-11-26,13,6,Sunday,11,Coast General Hospital,Mombasa,Pediatrics,30,3,1
2023-10-02,13,0,Monday,10,Coast General Hospital,Mombasa,Pediatrics,117,4,0
2024-05-26,10,6,Sunday,5,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,20,5,1
2024-12-26,11,3,Thursday,12,Coast General Hospital,Mombasa,Outpatient,134,1,0
2024-03-11,13,0,Monday,3,Moi Teaching & Referral Hospital,Eldoret,Maternity,169,1,0
2023-06-15,11,3,Thursday,6,Kenyatta National Hospital,Nairobi,Maternity,62,2,0
2024-03-24,16,6,Sunday,3,Kenyatta National Hospital,Nairobi,Outpatient,20,5,1
2024-05-22,9,2,Wednesday,5,Coast General Hospital,Mombasa,Pediatrics,75,2,0
2024-07-14,10,6,Sunday,7,Kenyatta National Hospital,Nairobi,Casualty/Emergency,17,4,1
2024-03-21,19,3,Thursday,3,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,30,4,0
2024-09-21,16,5,Saturday,9,Coast General Hospital,Mombasa,Maternity,25,4,1
2023-10-25,11,2,Wednesday,10,Pumwani Maternity Hospital,Nairobi,General Surgery,83,4,0
2024-01-16,11,1,Tuesday,1,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,82,3,0
2023-08-04,17,4,Friday,8,Pumwani Maternity Hospital,Nairobi,Maternity,47,5,0
2024-04-30,6,1,Tuesday,4,Moi Teaching & Referral Hospital,Eldoret,Maternity,10,4,0
2024-04-26,8,4,Friday,4,Kenyatta National Hospital,Nairobi,Casualty/Emergency,76,4,0
2023-07-12,9,2,Wednesday,7,Kenyatta National Hospital,Nairobi,General Surgery,106,3,0
2023-12-05,8,1,Tuesday,12,Coast General Hospital,Mombasa,Pediatrics,158,3,0
2023-06-10,8,5,Saturday,6,Coast General Hospital,Mombasa,Maternity,27,5,1
2024-10-05,6,5,Saturday,10,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,5,5,1
2024-03-12,12,1,Tuesday,3,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,52,5,0
2024-02-17,17,5,Saturday,2,Coast General Hospital,Mombasa,General Surgery,30,5,1
2024-11-06,9,2,Wednesday,11,Coast General Hospital,Mombasa,Maternity,105,2,0
2023-08-10,9,3,Thursday,8,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,232,1,0
2023-05-10,15,2,Wednesday,5,Coast General Hospital,Mombasa,Pediatrics,49,4,0
2024-08-12,14,0,Monday,8,Coast General Hospital,Mombasa,General Surgery,160,2,0
2024-09-22,13,6,Sunday,9,Moi Teaching & Referral Hospital,Eldoret,Maternity,10,4,1
2023-01-03,14,1,Tuesday,1,Pumwani Maternity Hospital,Nairobi,Outpatient,133,3,0
2023-05-31,8,2,Wednesday,5,Moi Teaching & Referral Hospital,Eldoret,Outpatient,57,4,0
2023-03-21,16,1,Tuesday,3,Kenyatta National Hospital,Nairobi,Maternity,51,5,0
2024-03-26,10,1,Tuesday,3,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,59,4,0
2024-05-27,14,0,Monday,5,Pumwani Maternity Hospital,Nairobi,General Surgery,277,2,0
2024-01-22,14,0,Monday,1,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,61,3,0
2024-06-18,10,1,Tuesday,6,Kenyatta National Hospital,Nairobi,General Surgery,199,1,0
2023-06-20,17,1,Tuesday,6,Mama Lucy Kibaki Hospital,Nairobi,Maternity,43,4,0
2024-07-27,11,5,Saturday,7,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,64,4,1
2024-03-21,13,3,Thursday,3,Pumwani Maternity Hospital,Nairobi,Outpatient,127,2,0
2024-04-22,14,0,Monday,4,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,164,1,0
2024-09-23,12,0,Monday,9,Pumwani Maternity Hospital,Nairobi,Pediatrics,72,3,0
2023-07-03,17,0,Monday,7,Kenyatta National Hospital,Nairobi,Maternity,61,3,0
2024-01-05,11,4,Friday,1,Kenyatta National Hospital,Nairobi,General Surgery,245,2,0
2023-12-03,8,6,Sunday,12,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,8,4,1
2024-09-13,9,4,Friday,9,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,166,2,0
2023-02-14,19,1,Tuesday,2,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,8,4,0
2024-08-08,15,3,Thursday,8,Moi Teaching & Referral Hospital,Eldoret,General Surgery,107,4,0
2024-04-10,11,2,Wednesday,4,Moi Teaching & Referral Hospital,Eldoret,General Surgery,142,1,0
2023-02-09,10,3,Thursday,2,Coast General Hospital,Mombasa,Maternity,135,3,0
2023-07-01,16,5,Saturday,7,Pumwani Maternity Hospital,Nairobi,Outpatient,42,4,1
2023-05-03,7,2,Wednesday,5,Kenyatta National Hospital,Nairobi,Casualty/Emergency,10,4,0
2024-07-11,9,3,Thursday,7,Pumwani Maternity Hospital,Nairobi,General Surgery,256,3,0
2023-01-18,10,2,Wednesday,1,Mama Lucy Kibaki Hospital,Nairobi,Maternity,110,4,0
2024-01-11,11,3,Thursday,1,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,108,4,0
2024-11-16,8,5,Saturday,11,Pumwani Maternity Hospital,Nairobi,General Surgery,114,2,1
2023-10-01,8,6,Sunday,10,Moi Teaching & Referral Hospital,Eldoret,Outpatient,51,4,1
2024-09-15,9,6,Sunday,9,Coast General Hospital,Mombasa,Pediatrics,44,3,1
2024-10-12,14,5,Saturday,10,Kenyatta National Hospital,Nairobi,Casualty/Emergency,21,5,1
2024-07-28,10,6,Sunday,7,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,39,5,1
2024-12-14,8,5,Saturday,12,Moi Teaching & Referral Hospital,Eldoret,Outpatient,67,2,1
2023-04-03,9,0,Monday,4,Kenyatta National Hospital,Nairobi,Maternity,180,2,0
2024-08-28,13,2,Wednesday,8,Kenyatta National Hospital,Nairobi,Maternity,57,3,0
2023-08-11,13,4,Friday,8,Moi Teaching & Referral Hospital,Eldoret,Outpatient,228,3,0
2023-09-10,10,6,Sunday,9,Pumwani Maternity Hospital,Nairobi,Maternity,17,5,1
2023-02-24,10,4,Friday,2,Mama Lucy Kibaki Hospital,Nairobi,Maternity,180,2,0
2023-05-24,12,2,Wednesday,5,Moi Teaching & Referral Hospital,Eldoret,Maternity,62,2,0
2023-10-07,16,5,Saturday,10,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,7,5,1
2024-12-15,11,6,Sunday,12,Kenyatta National Hospital,Nairobi,Pediatrics,26,5,1
2024-08-15,10,3,Thursday,8,Coast General Hospital,Mombasa,Pediatrics,43,5,0
2024-12-04,15,2,Wednesday,12,Kenyatta National Hospital,Nairobi,General Surgery,111,3,0
2023-06-09,12,4,Friday,6,Pumwani Maternity Hospital,Nairobi,Pediatrics,136,2,0
2024-10-23,15,2,Wednesday,10,Mama Lucy Kibaki Hospital,Nairobi,Maternity,38,4,0
2024-12-17,18,1,Tuesday,12,Coast General Hospital,Mombasa,Casualty/Emergency,12,4,0
2024-06-09,14,6,Sunday,6,Mama Lucy Kibaki Hospital,Nairobi,Maternity,27,5,1
2023-09-25,7,0,Monday,9,Kenyatta National Hospital,Nairobi,General Surgery,97,4,0
2024-10-08,9,1,Tuesday,10,Pumwani Maternity Hospital,Nairobi,Pediatrics,107,4,0
2023-11-27,10,0,Monday,11,Moi Teaching & Referral Hospital,Eldoret,General Surgery,300,1,0
2023-11-27,13,0,Monday,11,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,240,1,0
2024-03-07,11,3,Thursday,3,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,116,2,0
2024-01-02,9,1,Tuesday,1,Moi Teaching & Referral Hospital,Eldoret,General Surgery,300,1,0
2023-01-23,11,0,Monday,1,Coast General Hospital,Mombasa,Pediatrics,200,3,0
2024-08-12,13,0,Monday,8,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,125,1,0
2023-09-16,14,5,Saturday,9,Coast General Hospital,Mombasa,Casualty/Emergency,17,5,1
2024-11-25,10,0,Monday,11,Kenyatta National Hospital,Nairobi,Maternity,180,3,0
2023-04-21,10,4,Friday,4,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,300,2,0
2024-08-30,7,4,Friday,8,Coast General Hospital,Mombasa,Maternity,53,4,0
2024-09-03,18,1,Tuesday,9,Coast General Hospital,Mombasa,Maternity,14,4,0
2023-05-14,13,6,Sunday,5,Kenyatta National Hospital,Nairobi,Outpatient,46,4,1
2023-05-25,15,3,Thursday,5,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,59,3,0
2024-04-16,6,1,Tuesday,4,Pumwani Maternity Hospital,Nairobi,Maternity,13,4,0
2023-11-05,9,6,Sunday,11,Pumwani Maternity Hospital,Nairobi,Maternity,29,4,1
2024-03-23,8,5,Saturday,3,Pumwani Maternity Hospital,Nairobi,Maternity,63,4,1
2024-07-22,15,0,Monday,7,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,176,2,0
2023-06-13,10,1,Tuesday,6,Moi Teaching & Referral Hospital,Eldoret,General Surgery,249,3,0
2024-02-08,13,3,Thursday,2,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,110,3,0
2024-12-24,9,1,Tuesday,12,Kenyatta National Hospital,Nairobi,Pediatrics,159,1,0
2023-11-22,14,2,Wednesday,11,Pumwani Maternity Hospital,Nairobi,Pediatrics,84,3,0
2023-10-17,15,1,Tuesday,10,Moi Teaching & Referral Hospital,Eldoret,General Surgery,31,4,0
2024-06-30,8,6,Sunday,6,Moi Teaching & Referral Hospital,Eldoret,General Surgery,39,3,1
2023-08-16,16,2,Wednesday,8,Pumwani Maternity Hospital,Nairobi,Maternity,38,4,0
2024-01-06,10,5,Saturday,1,Kenyatta National Hospital,Nairobi,General Surgery,62,4,1
2024-02-12,16,0,Monday,2,Pumwani Maternity Hospital,Nairobi,Maternity,80,3,0
2023-07-12,7,2,Wednesday,7,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,33,3,0
2023-12-14,10,3,Thursday,12,Pumwani Maternity Hospital,Nairobi,Pediatrics,181,1,0
2023-10-19,10,3,Thursday,10,Moi Teaching & Referral Hospital,Eldoret,Outpatient,209,2,0
2024-03-07,9,3,Thursday,3,Moi Teaching & Referral Hospital,Eldoret,General Surgery,185,1,0
2024-04-21,15,6,Sunday,4,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,20,5,1
2023-01-13,8,4,Friday,1,Pumwani Maternity Hospital,Nairobi,General Surgery,225,3,0
2024-01-29,13,0,Monday,1,Kenyatta National Hospital,Nairobi,Pediatrics,140,3,0
2024-11-17,10,6,Sunday,11,Kenyatta National Hospital,Nairobi,Casualty/Emergency,14,5,1
2023-09-22,14,4,Friday,9,Kenyatta National Hospital,Nairobi,General Surgery,142,2,0
2024-05-29,10,2,Wednesday,5,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,30,5,0
2024-01-09,8,1,Tuesday,1,Pumwani Maternity Hospital,Nairobi,Pediatrics,149,3,0
2024-01-28,16,6,Sunday,1,Kenyatta National Hospital,Nairobi,Maternity,12,4,1
2023-12-12,17,1,Tuesday,12,Coast General Hospital,Mombasa,Casualty/Emergency,15,4,0
2024-06-11,15,1,Tuesday,6,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,103,2,0
2024-04-20,9,5,Saturday,4,Kenyatta National Hospital,Nairobi,Pediatrics,54,4,1
2024-01-11,7,3,Thursday,1,Coast General Hospital,Mombasa,Casualty/Emergency,21,5,0
2024-03-11,10,0,Monday,3,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,240,3,0
2023-10-01,9,6,Sunday,10,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,33,3,1
2024-04-02,10,1,Tuesday,4,Kenyatta National Hospital,Nairobi,General Surgery,252,1,0
2024-01-01,14,0,Monday,1,Coast General Hospital,Mombasa,Pediatrics,121,1,0
2023-06-29,8,3,Thursday,6,Kenyatta National Hospital,Nairobi,Maternity,81,4,0
2023-05-29,13,0,Monday,5,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,70,3,0
2024-04-14,13,6,Sunday,4,Pumwani Maternity Hospital,Nairobi,General Surgery,30,5,1
2024-04-14,7,6,Sunday,4,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,5,4,1
2023-05-31,12,2,Wednesday,5,Kenyatta National Hospital,Nairobi,Pediatrics,36,5,0
2023-03-22,10,2,Wednesday,3,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,84,3,0
2023-01-23,9,0,Monday,1,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,240,2,0
2023-04-30,14,6,Sunday,4,Coast General Hospital,Mombasa,Casualty/Emergency,9,5,1
2024-09-22,11,6,Sunday,9,Pumwani Maternity Hospital,Nairobi,Outpatient,27,5,1
2024-08-10,11,5,Saturday,8,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,22,4,1
2023-10-11,11,2,Wednesday,10,Kenyatta National Hospital,Nairobi,General Surgery,148,2,0
2023-07-05,13,2,Wednesday,7,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,122,2,0
2023-08-01,7,1,Tuesday,8,Moi Teaching & Referral Hospital,Eldoret,Maternity,32,4,0
2023-10-01,11,6,Sunday,10,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,20,4,1
2023-08-19,7,5,Saturday,8,Mama Lucy Kibaki Hospital,Nairobi,Maternity,11,4,1
2024-09-18,9,2,Wednesday,9,Coast General Hospital,Mombasa,Pediatrics,96,4,0
2024-03-06,13,2,Wednesday,3,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,115,3,0
2024-05-02,17,3,Thursday,5,Kenyatta National Hospital,Nairobi,Casualty/Emergency,13,5,0
2023-11-24,10,4,Friday,11,Moi Teaching & Referral Hospital,Eldoret,Maternity,77,3,0
2024-05-25,9,5,Saturday,5,Pumwani Maternity Hospital,Nairobi,Pediatrics,58,4,1
2024-02-17,7,5,Saturday,2,Coast General Hospital,Mombasa,Outpatient,27,5,1
2024-07-28,19,6,Sunday,7,Kenyatta National Hospital,Nairobi,Maternity,10,5,1
2023-11-08,9,2,Wednesday,11,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,93,4,0
2024-04-23,7,1,Tuesday,4,Coast General Hospital,Mombasa,General Surgery,70,2,0
2024-10-01,10,1,Tuesday,10,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,100,2,0
2023-10-18,12,2,Wednesday,10,Moi Teaching & Referral Hospital,Eldoret,Maternity,53,4,0
2024-07-04,8,3,Thursday,7,Coast General Hospital,Mombasa,Outpatient,96,2,0
2024-02-10,9,5,Saturday,2,Kenyatta National Hospital,Nairobi,General Surgery,126,2,1
2023-07-02,15,6,Sunday,7,Moi Teaching & Referral Hospital,Eldoret,General Surgery,30,4,1
2023-12-27,14,2,Wednesday,12,Moi Teaching & Referral Hospital,Eldoret,General Surgery,102,3,0
2023-11-24,14,4,Friday,11,Kenyatta National Hospital,Nairobi,Casualty/Emergency,58,5,0
2024-07-02,12,1,Tuesday,7,Pumwani Maternity Hospital,Nairobi,Pediatrics,99,3,0
2024-04-20,9,5,Saturday,4,Moi Teaching & Referral Hospital,Eldoret,Maternity,97,2,1
2024-02-14,9,2,Wednesday,2,Coast General Hospital,Mombasa,Casualty/Emergency,58,4,0
2024-11-02,9,5,Saturday,11,Kenyatta National Hospital,Nairobi,Pediatrics,47,5,1
2024-10-30,10,2,Wednesday,10,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,96,2,0
2024-10-13,7,6,Sunday,10,Pumwani Maternity Hospital,Nairobi,Maternity,10,4,1
2024-09-05,12,3,Thursday,9,Moi Teaching & Referral Hospital,Eldoret,Outpatient,94,3,0
2024-09-16,9,0,Monday,9,Coast General Hospital,Mombasa,Pediatrics,168,3,0
2023-04-04,17,1,Tuesday,4,Kenyatta National Hospital,Nairobi,General Surgery,89,4,0
2024-02-03,12,5,Saturday,2,Pumwani Maternity Hospital,Nairobi,Maternity,27,5,1
2024-01-13,14,5,Saturday,1,Pumwani Maternity Hospital,Nairobi,Maternity,33,4,1
2024-12-30,16,0,Monday,12,Mama Lucy Kibaki Hospital,Nairobi,Maternity,58,4,0
2023-03-08,16,2,Wednesday,3,Pumwani Maternity Hospital,Nairobi,General Surgery,109,3,0
2024-04-15,9,0,Monday,4,Coast General Hospital,Mombasa,Pediatrics,200,1,0
2023-07-01,18,5,Saturday,7,Coast General Hospital,Mombasa,Outpatient,20,5,1
2023-06-13,9,1,Tuesday,6,Kenyatta National Hospital,Nairobi,Outpatient,235,3,0
2023-02-03,13,4,Friday,2,Moi Teaching & Referral Hospital,Eldoret,General Surgery,237,2,0
2024-01-30,8,1,Tuesday,1,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,65,4,0
2024-07-04,8,3,Thursday,7,Coast General Hospital,Mombasa,General Surgery,193,3,0
2023-01-25,11,2,Wednesday,1,Kenyatta National Hospital,Nairobi,Casualty/Emergency,15,5,0
2023-02-10,10,4,Friday,2,Coast General Hospital,Mombasa,Pediatrics,145,2,0
2023-05-08,8,0,Monday,5,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,300,1,0
2023-06-23,10,4,Friday,6,Mama Lucy Kibaki Hospital,Nairobi,Maternity,124,1,0
2024-05-09,9,3,Thursday,5,Kenyatta National Hospital,Nairobi,Casualty/Emergency,36,5,0
2024-12-11,8,2,Wednesday,12,Moi Teaching & Referral Hospital,Eldoret,Maternity,70,3,0
2023-12-17,9,6,Sunday,12,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,23,5,1
2024-12-17,9,1,Tuesday,12,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,300,1,0
2023-05-24,8,2,Wednesday,5,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,105,2,0
2024-01-15,12,0,Monday,1,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,80,4,0
2023-06-12,12,0,Monday,6,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,120,3,0
2024-03-26,13,1,Tuesday,3,Pumwani Maternity Hospital,Nairobi,Maternity,44,3,0
2024-09-14,9,5,Saturday,9,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,22,4,1
2023-01-29,15,6,Sunday,1,Coast General Hospital,Mombasa,Casualty/Emergency,12,4,1
2024-08-21,6,2,Wednesday,8,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,30,5,0
2024-06-13,10,3,Thursday,6,Coast General Hospital,Mombasa,Maternity,88,3,0
2024-10-21,8,0,Monday,10,Coast General Hospital,Mombasa,Casualty/Emergency,76,4,0
2024-01-19,10,4,Friday,1,Moi Teaching & Referral Hospital,Eldoret,Maternity,180,3,0
2024-05-08,9,2,Wednesday,5,Moi Teaching & Referral Hospital,Eldoret,Outpatient,200,3,0
2023-03-08,10,2,Wednesday,3,Mama Lucy Kibaki Hospital,Nairobi,Maternity,131,1,0
2023-06-03,9,5,Saturday,6,Kenyatta National Hospital,Nairobi,Maternity,51,4,1
2024-05-25,11,5,Saturday,5,Kenyatta National Hospital,Nairobi,General Surgery,84,2,1
2023-07-27,10,3,Thursday,7,Kenyatta National Hospital,Nairobi,Pediatrics,64,4,0
2023-04-12,17,2,Wednesday,4,Coast General Hospital,Mombasa,Outpatient,54,4,0
2024-07-20,18,5,Saturday,7,Coast General Hospital,Mombasa,Outpatient,20,4,1
2024-04-02,12,1,Tuesday,4,Pumwani Maternity Hospital,Nairobi,Maternity,80,3,0
2023-07-07,13,4,Friday,7,Pumwani Maternity Hospital,Nairobi,Maternity,69,4,0
2024-04-12,9,4,Friday,4,Coast General Hospital,Mombasa,Casualty/Emergency,69,4,0
2023-10-12,8,3,Thursday,10,Pumwani Maternity Hospital,Nairobi,Outpatient,97,2,0
2024-06-19,9,2,Wednesday,6,Pumwani Maternity Hospital,Nairobi,Maternity,73,2,0
2024-08-22,14,3,Thursday,8,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,72,2,0
2024-07-03,16,2,Wednesday,7,Kenyatta National Hospital,Nairobi,Casualty/Emergency,17,4,0
2023-07-21,11,4,Friday,7,Moi Teaching & Referral Hospital,Eldoret,Outpatient,194,2,0
2023-07-22,8,5,Saturday,7,Coast General Hospital,Mombasa,Maternity,28,5,1
2023-11-04,12,5,Saturday,11,Coast General Hospital,Mombasa,Pediatrics,43,3,1
2024-03-29,14,4,Friday,3,Pumwani Maternity Hospital,Nairobi,General Surgery,251,3,0
2024-09-21,14,5,Saturday,9,Kenyatta National Hospital,Nairobi,Casualty/Emergency,17,5,1
2024-09-07,9,5,Saturday,9,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,24,5,1
2024-06-10,9,0,Monday,6,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,97,4,0
2023-09-12,10,1,Tuesday,9,Coast General Hospital,Mombasa,General Surgery,300,2,0
2024-10-02,11,2,Wednesday,10,Pumwani Maternity Hospital,Nairobi,Pediatrics,85,2,0
2023-11-23,16,3,Thursday,11,Coast General Hospital,Mombasa,Pediatrics,45,4,0
2023-06-17,9,5,Saturday,6,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,36,3,1
2024-03-29,10,4,Friday,3,Coast General Hospital,Mombasa,Maternity,84,2,0
2023-04-22,14,5,Saturday,4,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,24,5,1
2023-11-24,14,4,Friday,11,Moi Teaching & Referral Hospital,Eldoret,Outpatient,155,3,0
2023-11-04,17,5,Saturday,11,Pumwani Maternity Hospital,Nairobi,General Surgery,30,5,1
2023-06-08,10,3,Thursday,6,Pumwani Maternity Hospital,Nairobi,Pediatrics,88,2,0
2023-06-11,13,6,Sunday,6,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,8,5,1
2024-10-31,12,3,Thursday,10,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,43,3,0
2023-09-27,11,2,Wednesday,9,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,51,3,0
2023-11-10,10,4,Friday,11,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,59,4,0
2023-11-12,10,6,Sunday,11,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,33,3,1
2024-02-18,7,6,Sunday,2,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,5,4,1
2024-04-12,14,4,Friday,4,Kenyatta National Hospital,Nairobi,Maternity,75,2,0
2024-11-08,14,4,Friday,11,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,53,3,0
2023-11-26,10,6,Sunday,11,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,10,4,1
2023-08-09,13,2,Wednesday,8,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,27,4,0
2023-03-18,9,5,Saturday,3,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,53,5,1
2024-08-30,11,4,Friday,8,Kenyatta National Hospital,Nairobi,Pediatrics,140,3,0
2024-12-24,11,1,Tuesday,12,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,171,3,0
2024-01-20,7,5,Saturday,1,Kenyatta National Hospital,Nairobi,Casualty/Emergency,5,5,1
2024-07-04,10,3,Thursday,7,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,51,4,0
2023-05-18,16,3,Thursday,5,Kenyatta National Hospital,Nairobi,Casualty/Emergency,20,5,0
2023-06-05,16,0,Monday,6,Coast General Hospital,Mombasa,Casualty/Emergency,47,5,0
2023-07-24,12,0,Monday,7,Moi Teaching & Referral Hospital,Eldoret,Maternity,18,5,0
2024-08-09,12,4,Friday,8,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,146,3,0
2023-10-26,13,3,Thursday,10,Pumwani Maternity Hospital,Nairobi,Outpatient,98,4,0
2024-12-29,14,6,Sunday,12,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,30,5,1
2023-08-08,9,1,Tuesday,8,Moi Teaching & Referral Hospital,Eldoret,Maternity,111,3,0
2024-01-06,10,5,Saturday,1,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,30,5,1
2023-01-24,8,1,Tuesday,1,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,131,2,0
2024-05-13,15,0,Monday,5,Coast General Hospital,Mombasa,Outpatient,50,5,0
2024-01-18,6,3,Thursday,1,Moi Teaching & Referral Hospital,Eldoret,Outpatient,23,5,0
2024-07-05,11,4,Friday,7,Coast General Hospital,Mombasa,Casualty/Emergency,64,4,0
2023-03-10,14,4,Friday,3,Coast General Hospital,Mombasa,Outpatient,159,3,0
2023-04-26,12,2,Wednesday,4,Coast General Hospital,Mombasa,Outpatient,176,3,0
2024-04-24,13,2,Wednesday,4,Pumwani Maternity Hospital,Nairobi,Outpatient,36,5,0
2024-03-17,15,6,Sunday,3,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,26,4,1
2024-10-28,10,0,Monday,10,Pumwani Maternity Hospital,Nairobi,General Surgery,289,2,0
2024-04-09,12,1,Tuesday,4,Moi Teaching & Referral Hospital,Eldoret,Outpatient,123,2,0
2024-08-11,9,6,Sunday,8,Coast General Hospital,Mombasa,Pediatrics,33,3,1
2023-01-09,9,0,Monday,1,Moi Teaching & Referral Hospital,Eldoret,Maternity,157,2,0
2023-08-17,12,3,Thursday,8,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,107,3,0
2024-10-31,13,3,Thursday,10,Coast General Hospital,Mombasa,Casualty/Emergency,49,5,0
2024-08-13,8,1,Tuesday,8,Pumwani Maternity Hospital,Nairobi,Maternity,54,4,0
2023-07-05,8,2,Wednesday,7,Coast General Hospital,Mombasa,General Surgery,176,1,0
2023-05-11,12,3,Thursday,5,Kenyatta National Hospital,Nairobi,Casualty/Emergency,33,4,0
2023-08-24,13,3,Thursday,8,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,29,4,0
2024-03-10,19,6,Sunday,3,Pumwani Maternity Hospital,Nairobi,Maternity,10,5,1
2023-01-28,8,5,Saturday,1,Moi Teaching & Referral Hospital,Eldoret,Outpatient,89,3,1
2023-01-27,11,4,Friday,1,Pumwani Maternity Hospital,Nairobi,Pediatrics,108,2,0
